SNO,2
A28102_at,49
AB000114_at,30
AB000115_at,205
AB000220_at,203
AB000409_at,180
AB000449_at,25
AB000450_at,18
AB000460_at,184
AB000462_at,26
AB000464_at,115
AB000466_at,11
AB000467_at,5
AB000468_at,134
AB000584_at,164
AB000895_at,105
AB000896_at,21
AB000897_at,24
AB000905_at,11
AB001106_at,201
AB001325_at,89
AB002314_at,51
AB002315_at,62
AB002318_at,55
AB002365_at,121
AB002366_at,60
AB002380_at,158
AB002382_at,235
AB002409_at,15
AB002559_at,166
AB003102_at,149
AB003103_at,39
AB003177_at,81
AB003698_at,25
AB004884_at,89
AB006190_at,50
AC000061_cds2_at,117
AC000061_cds3_at,5
AC000062_at,1
AC000064_cds1_at,124
AC000064_cds2_at,33
AC000066_at,7
AC000099_at,62
AC000115_cds1_at,4
AC002045_xpt1_at,63
AC002073_cds1_at,60
AC002077_at,59
AC002086_at,3
AC002115_cds1_at,419
AC002115_cds3_at,41
AC002115_cds4_at,49
AC002115_rna2_at,60
AC002450_at,33
AC002464_at,2
AC002486_at,60
AD000092_cds1_at,134
AD000092_cds2_at,67
AD000684_cds1_at,197
AD001527_cds1_at,14
AF000177_at,138
AF000231_at,144
AF000234_at,-26
AF000430_at,28
AF000545_at,122
AF000560_at,123
AF000562_at,150
AF000573_rna1_at,-4
AF000959_at,192
AF001294_at,7
AF001620_at,8
AF002020_at,67
AF002224_at,19
AF002700_at,69
AF003743_at,45
AF005037_at,21
AF005043_at,60
AF005361_at,18
AF005775_at,94
AF005887_at,27
AF006041_at,21
AF006084_at,22
AF006087_at,94
AF006609_at,44
AF007111_at,35
AF007551_at,69
AF007875_at,122
AF008445_at,160
AF008937_at,79
AF009301_at,201
AF009368_at,130
AF009426_at,84
AF009674_at,7
AF010193_at,48
AF012270_at,-8
AF014958_at,52
AF015910_at,194
AF015913_at,135
AF015950_at,384
AJ000480_at,738
AJ001047_at,19
AJ001421_at,166
AJ001487_at,9
D00017_at,685
D00591_at,7
D00596_at,209
D00632_at,163
D00654_at,15
D00723_at,146
D00726_at,3
D00760_at,218
D00761_at,389
D00762_at,138
D00763_at,342
D10202_at,11
D10495_at,43
D10511_at,123
D10522_at,480
D10523_at,110
D10656_at,167
D10704_at,225
D10923_at,145
D10995_at,43
D11086_at,148
D11094_at,273
D11139_at,14
D11151_at,43
D11428_at,651
D12485_at,44
D12625_at,11
D12676_at,42
D12686_at,-8
D12763_at,2
D13118_at,193
D13168_at,38
D13264_at,8
D13305_at,13
D13315_at,311
D13370_at,292
D13435_at,123
D13540_at,61
D13626_at,12
D13627_at,125
D13628_at,89
D13630_at,246
D13633_at,7
D13634_at,66
D13635_at,45
D13636_at,116
D13637_at,4
D13639_at,512
D13640_at,94
D13641_at,332
D13642_at,49
D13643_at,4
D13644_at,12
D13645_at,8
D13748_at,501
D13789_at,-4
D13897_rna2_at,31
D13900_at,284
