SNO,108
A28102_at,23
AB000114_at,19
AB000115_at,17
AB000220_at,33
AB000409_at,142
AB000449_at,27
AB000450_at,-14
AB000460_at,144
AB000462_at,36
AB000464_at,106
AB000466_at,7
AB000467_at,6
AB000468_at,169
AB000584_at,175
AB000895_at,107
AB000896_at,18
AB000897_at,21
AB000905_at,15
AB001106_at,125
AB001325_at,43
AB002314_at,36
AB002315_at,71
AB002318_at,28
AB002365_at,4
AB002366_at,64
AB002380_at,144
AB002382_at,110
AB002409_at,14
AB002559_at,118
AB003102_at,241
AB003103_at,147
AB003177_at,58
AB003698_at,54
AB004884_at,138
AB006190_at,35
AC000061_cds2_at,130
AC000061_cds3_at,3
AC000062_at,1
AC000064_cds1_at,91
AC000064_cds2_at,32
AC000066_at,5
AC000099_at,65
AC000115_cds1_at,1
AC002045_xpt1_at,108
AC002073_cds1_at,66
AC002077_at,83
AC002086_at,8
AC002115_cds1_at,297
AC002115_cds3_at,72
AC002115_cds4_at,61
AC002115_rna2_at,44
AC002450_at,43
AC002464_at,1
AC002486_at,62
AD000092_cds1_at,165
AD000092_cds2_at,82
AD000684_cds1_at,224
AD001527_cds1_at,16
AF000177_at,102
AF000231_at,181
AF000234_at,-20
AF000430_at,23
AF000545_at,112
AF000560_at,137
AF000562_at,78
AF000573_rna1_at,-5
AF000959_at,122
AF001294_at,-1
AF001620_at,6
AF002020_at,52
AF002224_at,47
AF002700_at,50
AF003743_at,49
AF005037_at,70
AF005043_at,72
AF005361_at,12
AF005775_at,151
AF005887_at,16
AF006041_at,18
AF006084_at,-12
AF006087_at,153
AF006609_at,73
AF007111_at,25
AF007551_at,84
AF007875_at,82
AF008445_at,-2
AF008937_at,43
AF009301_at,354
AF009368_at,133
AF009426_at,49
AF009674_at,-27
AF010193_at,85
AF012270_at,5
AF014958_at,30
AF015910_at,199
AF015913_at,86
AF015950_at,249
AJ000480_at,324
AJ001047_at,7
AJ001421_at,59
AJ001487_at,9
D00017_at,110
D00591_at,2
D00596_at,135
D00632_at,65
D00654_at,2
D00723_at,152
D00726_at,26
D00760_at,136
D00761_at,277
D00762_at,86
D00763_at,237
D10202_at,7
D10495_at,46
D10511_at,85
D10522_at,648
D10523_at,120
D10656_at,122
D10704_at,292
D10923_at,131
D10995_at,39
D11086_at,93
D11094_at,249
D11139_at,12
D11151_at,7
D11428_at,47
D12485_at,10
D12625_at,9
D12676_at,69
D12686_at,6
D12763_at,13
D13118_at,299
D13168_at,12
D13264_at,0
D13305_at,11
D13315_at,203
D13370_at,283
D13435_at,166
D13540_at,83
D13626_at,18
D13627_at,191
D13628_at,71
D13630_at,219
D13633_at,5
D13634_at,30
D13635_at,52
D13636_at,107
D13637_at,-14
D13639_at,959
D13640_at,79
D13641_at,366
D13642_at,49
D13643_at,-46
D13644_at,5
D13645_at,7
D13748_at,214
D13789_at,-4
D13897_rna2_at,41
D13900_at,198
D13969_at,86
D13988_at,71
D14043_at,97
D14134_at,10
D14446_at,15
D14497_at,1
D14520_at,256
D14530_at,665
D14533_at,183
D14657_at,175
D14658_at,323
D14659_at,42
D14660_at,17
D14661_at,96
D14662_at,144
D14663_at,116
D14664_at,19
D14678_at,18
D14686_at,161
D14689_at,83
D14694_at,125
D14695_at,114
D14710_at,675
D14811_at,77
D14812_at,600
D14822_at,38
D14823_at,5
D14827_at,70
D14838_at,132
D14874_at,17
D14878_at,104
D14889_at,99
D15049_at,47
D15050_at,29
D15057_at,155
D16181_at,111
D16217_at,33
D16227_at,62
D16294_at,47
D16350_at,23
D16469_at,321
D16532_at,1
D16562_at,320
D16581_at,125
D16583_at,13
D16593_at,153
D16626_at,37
D16815_at,80
D17357_at,6
D17390_at,88
D17391_at,-5
D17400_at,57
D17461_at,49
D17516_at,15
D17525_at,141
D17716_at,109
D21063_at,94
D21089_at,272
D21090_at,78
D21163_at,78
D21205_at,-12
D21239_at,30
D21255_at,37
D21260_at,628
D21261_at,119
D21262_at,144
D21267_at,314
D21337_at,7
D21851_at,82
D21852_at,89
D21853_at,292
D21878_at,66
D23660_at,802
D23662_at,262
D23673_at,192
D25215_at,82
D25216_at,159
D25217_at,65
D25218_at,47
D25248_at,277
D25274_at,639
D25278_at,70
D25303_at,74
D25328_at,-83
D25538_at,11
D25539_at,92
D25547_at,43
D26018_at,27
D26067_at,34
D26068_at,435
D26069_at,51
D26129_at,24
D26135_at,-27
D26308_at,76
D26350_at,-6
D26361_at,31
D26362_at,389
D26443_at,78
D26528_at,1
D26561_cds1_at,5
D26561_cds2_at,17
D26561_cds3_at,4
D26579_at,33
D26598_at,20
D26599_at,179
D26600_at,231
D28114_at,9
D28118_at,207
D28124_at,212
D28137_at,86
D28364_at,4
D28383_at,53
D28416_at,137
D28423_at,247
D28476_at,184
D28483_at,13
D28532_at,67
D28588_at,108
D28589_at,31
D28915_at,18
D29012_at,146
D29013_at,141
D29641_at,65
D29642_at,15
D29643_at,124
D29677_at,120
D29810_at,29
D29833_at,8
D29954_at,177
D29956_at,55
D29958_at,73
D29963_at,166
D30036_at,30
D30037_at,16
D30655_at,727
D30742_at,18
D30755_at,-27
D30756_at,187
D30758_at,198
D31716_at,118
D31762_at,7
D31763_at,96
D31764_at,31
D31765_at,152
D31766_at,163
D31767_at,316
D31784_at,103
D31797_at,85
D31815_at,58
D31846_at,181
D31883_at,671
D31884_at,85
D31885_at,743
D31886_at,32
D31887_at,19
D31888_at,62
D31890_at,223
D31891_at,131
D31897_at,52
D32001_at,77
D32050_at,253
D32202_at,27
D37931_at,33
D37965_at,0
D38037_at,92
D38047_at,203
D38048_at,166
D38076_at,147
D38128_at,17
D38145_at,67
D38293_at,133
D38305_at,147
D38449_at,18
D38462_at,2
D38491_at,34
D38500_at,26
D38503_at,-1
D38521_at,51
D38522_at,255
D38524_at,143
D38535_at,98
D38548_at,129
D38549_at,149
D38550_at,53
D38551_at,237
D38552_at,38
D38553_at,36
D38555_at,163
D38583_at,-11
D38751_at,98
D42038_at,10
D42039_at,18
D42041_at,162
D42043_at,115
D42044_at,39
D42045_at,38
D42046_at,133
D42047_at,12
D42053_at,42
D42054_at,61
D42055_at,169
D42063_at,54
D42072_at,5
D42073_at,53
D42084_at,60
D42085_at,155
D42087_at,62
D42108_at,-2
D42123_at,253
D42138_at,177
D43636_at,244
D43638_at,216
D43642_at,231
D43767_at,13
D43768_at,3
D43772_at,72
D43947_at,65
D43948_at,152
D43949_at,77
D43950_at,143
D43951_at,240
D44466_at,223
D45248_at,139
D45370_at,-69
D45371_at,81
