SNO,113
A28102_at,25
AB000114_at,19
AB000115_at,13
AB000220_at,465
AB000409_at,135
AB000449_at,200
AB000450_at,21
AB000460_at,159
AB000462_at,37
AB000464_at,90
AB000466_at,8
AB000467_at,11
AB000468_at,158
AB000584_at,171
AB000895_at,93
AB000896_at,23
AB000897_at,20
AB000905_at,14
AB001106_at,373
AB001325_at,79
AB002314_at,155
AB002315_at,107
AB002318_at,208
AB002365_at,4
AB002366_at,53
AB002380_at,119
AB002382_at,144
AB002409_at,22
AB002559_at,122
AB003102_at,236
AB003103_at,111
AB003177_at,93
AB003698_at,99
AB004884_at,171
AB006190_at,39
AC000061_cds2_at,109
AC000061_cds3_at,4
AC000062_at,1
AC000064_cds1_at,130
AC000064_cds2_at,42
AC000066_at,8
AC000099_at,48
AC000115_cds1_at,3
AC002045_xpt1_at,124
AC002073_cds1_at,61
AC002077_at,68
AC002086_at,4
AC002115_cds1_at,721
AC002115_cds3_at,58
AC002115_cds4_at,59
AC002115_rna2_at,60
AC002450_at,48
AC002464_at,1
AC002486_at,65
AD000092_cds1_at,178
AD000092_cds2_at,74
AD000684_cds1_at,349
AD001527_cds1_at,13
AF000177_at,199
AF000231_at,136
AF000234_at,-21
AF000430_at,27
AF000545_at,101
AF000560_at,146
AF000562_at,82
AF000573_rna1_at,-5
AF000959_at,100
AF001294_at,21
AF001620_at,9
AF002020_at,59
AF002224_at,21
AF002700_at,38
AF003743_at,42
AF005037_at,16
AF005043_at,57
AF005361_at,9
AF005775_at,125
AF005887_at,23
AF006041_at,27
AF006084_at,-13
AF006087_at,83
AF006609_at,47
AF007111_at,-2
AF007551_at,107
AF007875_at,116
AF008445_at,19
AF008937_at,29
AF009301_at,244
AF009368_at,88
AF009426_at,216
AF009674_at,39
AF010193_at,155
AF012270_at,-1
AF014958_at,-29
AF015910_at,168
AF015913_at,190
AF015950_at,464
AJ000480_at,346
AJ001047_at,14
AJ001421_at,83
AJ001487_at,8
D00017_at,179
D00591_at,47
D00596_at,346
D00632_at,44
D00654_at,48
D00723_at,105
D00726_at,4
D00760_at,248
D00761_at,597
D00762_at,224
D00763_at,450
D10202_at,9
D10495_at,30
D10511_at,103
D10522_at,657
D10523_at,83
D10656_at,238
D10704_at,255
D10923_at,118
D10995_at,-5
D11086_at,95
D11094_at,431
D11139_at,14
D11151_at,34
D11428_at,133
D12485_at,13
D12625_at,9
D12676_at,61
D12686_at,24
D12763_at,11
D13118_at,269
D13168_at,8
D13264_at,2
D13305_at,9
D13315_at,218
D13370_at,618
D13435_at,155
D13540_at,66
D13626_at,12
D13627_at,268
D13628_at,56
D13630_at,242
D13633_at,59
D13634_at,82
D13635_at,110
D13636_at,116
D13637_at,-10
D13639_at,1272
D13640_at,88
D13641_at,634
D13642_at,54
D13643_at,-17
D13644_at,1
D13645_at,28
D13748_at,851
D13789_at,-6
D13897_rna2_at,28
D13900_at,233
D13969_at,51
D13988_at,96
D14043_at,168
D14134_at,4
D14446_at,12
D14497_at,5
D14520_at,218
D14530_at,1125
D14533_at,230
D14657_at,311
D14658_at,307
D14659_at,48
D14660_at,35
D14661_at,175
D14662_at,253
D14663_at,227
D14664_at,38
D14678_at,30
D14686_at,115
D14689_at,60
D14694_at,175
D14695_at,75
D14710_at,1259
D14811_at,110
D14812_at,708
D14822_at,16
D14823_at,7
D14827_at,136
D14838_at,1
D14874_at,32
