SNO,114
A28102_at,11
AB000114_at,17
AB000115_at,18
AB000220_at,84
AB000409_at,209
AB000449_at,14
AB000450_at,-39
AB000460_at,244
AB000462_at,85
AB000464_at,212
AB000466_at,22
AB000467_at,16
AB000468_at,219
AB000584_at,210
AB000895_at,178
AB000896_at,44
AB000897_at,35
AB000905_at,27
AB001106_at,168
AB001325_at,76
AB002314_at,103
AB002315_at,121
AB002318_at,-114
AB002365_at,-15
AB002366_at,24
AB002380_at,203
AB002382_at,234
AB002409_at,17
AB002559_at,200
AB003102_at,117
AB003103_at,19
AB003177_at,45
AB003698_at,19
AB004884_at,96
AB006190_at,36
AC000061_cds2_at,145
AC000061_cds3_at,3
AC000062_at,5
AC000064_cds1_at,123
AC000064_cds2_at,52
AC000066_at,26
AC000099_at,32
AC000115_cds1_at,-4
AC002045_xpt1_at,144
AC002073_cds1_at,42
AC002077_at,190
AC002086_at,12
AC002115_cds1_at,150
AC002115_cds3_at,135
AC002115_cds4_at,86
AC002115_rna2_at,76
AC002450_at,70
AC002464_at,4
AC002486_at,78
AD000092_cds1_at,187
AD000092_cds2_at,190
AD000684_cds1_at,493
AD001527_cds1_at,23
AF000177_at,156
AF000231_at,131
AF000234_at,-34
AF000430_at,18
AF000545_at,166
AF000560_at,38
AF000562_at,53
AF000573_rna1_at,-11
AF000959_at,104
AF001294_at,7
AF001620_at,15
AF002020_at,68
AF002224_at,70
AF002700_at,79
AF003743_at,94
AF005037_at,41
AF005043_at,113
AF005361_at,16
AF005775_at,229
AF005887_at,13
AF006041_at,48
AF006084_at,-26
AF006087_at,176
AF006609_at,100
AF007111_at,27
AF007551_at,113
AF007875_at,35
AF008445_at,-10
AF008937_at,61
AF009301_at,167
AF009368_at,210
AF009426_at,72
AF009674_at,-136
AF010193_at,105
AF012270_at,-17
AF014958_at,57
AF015910_at,358
AF015913_at,66
AF015950_at,618
AJ000480_at,728
AJ001047_at,55
AJ001421_at,44
AJ001487_at,12
D00017_at,121
D00591_at,0
D00596_at,57
D00632_at,68
D00654_at,10
D00723_at,20
D00726_at,34
D00760_at,52
D00761_at,216
D00762_at,74
D00763_at,117
D10202_at,6
D10495_at,132
D10511_at,5
D10522_at,335
D10523_at,127
D10656_at,154
D10704_at,0
D10923_at,165
D10995_at,84
D11086_at,152
D11094_at,107
D11139_at,45
D11151_at,9
D11428_at,26
D12485_at,15
D12625_at,24
D12676_at,264
D12686_at,-54
D12763_at,-3
D13118_at,408
D13168_at,6
