SNO,120
A28102_at,47
AB000114_at,28
AB000115_at,361
AB000220_at,184
AB000409_at,170
AB000449_at,5
AB000450_at,15
AB000460_at,188
AB000462_at,76
AB000464_at,127
AB000466_at,17
AB000467_at,11
AB000468_at,122
AB000584_at,237
AB000895_at,98
AB000896_at,23
AB000897_at,29
AB000905_at,16
AB001106_at,107
AB001325_at,81
AB002314_at,10
AB002315_at,47
AB002318_at,170
AB002365_at,-8
AB002366_at,92
AB002380_at,93
AB002382_at,189
AB002409_at,36
AB002559_at,166
AB003102_at,210
AB003103_at,27
AB003177_at,137
AB003698_at,35
AB004884_at,140
AB006190_at,53
AC000061_cds2_at,192
AC000061_cds3_at,6
AC000062_at,1
AC000064_cds1_at,149
AC000064_cds2_at,33
AC000066_at,4
AC000099_at,47
AC000115_cds1_at,4
AC002045_xpt1_at,120
AC002073_cds1_at,62
AC002077_at,106
AC002086_at,8
AC002115_cds1_at,704
AC002115_cds3_at,69
AC002115_cds4_at,85
AC002115_rna2_at,32
AC002450_at,54
AC002464_at,0
AC002486_at,85
AD000092_cds1_at,235
AD000092_cds2_at,116
AD000684_cds1_at,0
AD001527_cds1_at,22
AF000177_at,199
AF000231_at,153
AF000234_at,-21
AF000430_at,53
AF000545_at,116
AF000560_at,157
AF000562_at,136
AF000573_rna1_at,-8
AF000959_at,50
AF001294_at,34
AF001620_at,12
AF002020_at,109
AF002224_at,16
AF002700_at,41
AF003743_at,44
AF005037_at,47
AF005043_at,53
AF005361_at,12
AF005775_at,107
AF005887_at,31
AF006041_at,34
AF006084_at,15
AF006087_at,153
AF006609_at,73
AF007111_at,28
AF007551_at,119
AF007875_at,117
AF008445_at,33
AF008937_at,67
AF009301_at,68
AF009368_at,160
AF009426_at,4
AF009674_at,136
AF010193_at,67
AF012270_at,4
AF014958_at,93
AF015910_at,158
AF015913_at,183
AF015950_at,0
AJ000480_at,509
AJ001047_at,229
AJ001421_at,198
AJ001487_at,11
D00017_at,558
D00591_at,237
D00596_at,195
D00632_at,107
D00654_at,12
D00723_at,193
D00726_at,27
D00760_at,287
D00761_at,514
D00762_at,127
D00763_at,300
D10202_at,2
D10495_at,37
D10511_at,252
D10522_at,820
D10523_at,41
D10656_at,282
D10704_at,259
D10923_at,170
D10995_at,35
D11086_at,106
D11094_at,222
D11139_at,21
D11151_at,25
D11428_at,206
D12485_at,16
D12625_at,12
D12676_at,44
D12686_at,-6
D12763_at,19
D13118_at,242
D13168_at,54
D13264_at,4
D13305_at,20
D13315_at,387
D13370_at,376
D13435_at,138
D13540_at,82
D13626_at,8
D13627_at,587
D13628_at,61
D13630_at,196
D13633_at,32
D13634_at,50
D13635_at,68
D13636_at,60
D13637_at,-17
D13639_at,97
D13640_at,85
D13641_at,337
D13642_at,59
D13643_at,-29
D13644_at,9
D13645_at,51
D13748_at,732
D13789_at,-2
D13897_rna2_at,34
D13900_at,289
D13969_at,86
D13988_at,341
D14043_at,277
D14134_at,9
D14446_at,28
D14497_at,4
D14520_at,248
D14530_at,1345
D14533_at,151
D14657_at,313
D14658_at,370
D14659_at,51
D14660_at,55
D14661_at,66
D14662_at,259
D14663_at,111
D14664_at,42
D14678_at,28
D14686_at,177
D14689_at,50
D14694_at,232
D14695_at,129
